CI_Name,CI_Cat,CI_Subcat,Incident_ID,Status,Impact,Urgency,Priority,Category,Alert_Status,No_of_Reassignments,Open_Time,Reopen_Time,Resolved_Time,Close_Time,Handle_Time_hrs,Closure_Code,No_of_Related_Interactions,No_of_Related_Incidents,No_of_Related_Changes,Region,Network_Type,Incident Description,Was_Reopened
SBA000017,application,Server Based Application,IM0011106,Closed,4,4,4.0,incident,closed,0.0,05-11-2013 15:02,,,05-11-2013 15:54,"0,873888889",User error,1.0,,,APAC,VPN Service,monitoring ongoing service issue | VPN Service traffic congestion affecting node performance | network degradation impacting enterprise traffic | impacting application services | telecom ticket under investigation,0
SBA000462,application,Server Based Application,IM0011107,Closed,4,4,4.0,request for information,closed,2.0,05-11-2013 15:11,,13-11-2013 15:45,13-11-2013 15:45,"3,65,61,66,667",No error - works as designed,1.0,,,LATAM,Fiber Network,request raised for operational review | impacting application services | requires infrastructure verification | Fiber Network packet loss affecting telecom traffic | telecom ticket under investigation,0
SBA000263,application,Server Based Application,IM0011108,Closed,5,5,5.0,request for information,closed,4.0,05-11-2013 15:11,,11-11-2013 13:06,11-11-2013 13:07,"3,99,26,38,889",Other,1.0,,,EMEA,Wireless Network,impacting application services | Wireless Network telecom outage impacting regional services | telecom workflow activity detected | awaiting operational confirmation | seeking status update for telecom issue,0
SBA000462,application,Server Based Application,IM0011109,Closed,4,4,4.0,incident,closed,0.0,05-11-2013 15:12,,05-11-2013 15:22,05-11-2013 15:22,"0,162777778",No error - works as designed,1.0,,,NAM,Core Network,Core Network routing instability detected in network | request raised for outage escalation support | engineering review in progress | impacting application services | ongoing operational activity observed,0
SBA000172,application,Server Based Application,IM0011110,Closed,3,3,3.0,incident,closed,0.0,05-11-2013 15:19,,13-11-2013 13:43,13-11-2013 13:43,"2,31,38,88,889",Other,1.0,,,APAC,Core Network,service instability reported | Core Network telecom outage impacting regional services | network operations monitoring update | impacting application services | ticket escalated to telecom support,0
ADB000094,database,Database,IM0011111,Closed,4,4,4.0,incident,closed,0.0,05-11-2013 15:25,,05-11-2013 16:15,05-11-2013 16:15,"0,841666667",Software,1.0,,,NAM,Core Network,network degradation impacting enterprise traffic | further network analysis required | telecom workflow activity detected | impacting database services | Core Network routing instability detected in network,0
SAP000005,application,SAP,IM0011112,Closed,5,5,5.0,request for information,closed,0.0,05-11-2013 15:26,,05-11-2013 15:27,05-11-2013 15:27,"0,019166667",Other,1.0,,,NAM,5G Network,telecom ticket under investigation | impacting application services | ticket escalated to telecom support | 5G Network network slowdown affecting enterprise traffic | request raised for operational review,0
SAP000004,application,SAP,IM0011113,Closed,5,5,5.0,request for information,closed,1.0,05-11-2013 15:30,,06-11-2013 11:27,06-11-2013 11:27,"6,43,55,55,556",Other,1.0,,,NAM,VPN Service,ticket escalated to telecom support | network operations monitoring update | impacting application services | VPN Service vpn disruption affecting connectivity | requesting investigation update from telecom team,0
SBA000263,application,Server Based Application,IM0011114,Closed,5,5,5.0,request for information,closed,0.0,05-11-2013 15:39,,05-11-2013 15:41,05-11-2013 15:41,"0,026944444",Other,1.0,,,LATAM,VPN Service,VPN Service telecom outage impacting regional services | further network analysis required | guidance required regarding network instability | impacting application services | network operations monitoring update,0
LAP000903,computer,Laptop,IM0011115,Closed,5,5,5.0,incident,closed,3.0,05-11-2013 15:41,,18-11-2013 16:11,18-11-2013 16:11,"9,49,97,22,222",Other,1.0,,,NAM,VPN Service,VPN Service service degradation impacting users | service instability reported | network operations monitoring update | impacting computer services | awaiting operational confirmation,0
WBA000058,application,Web Based Application,IM0011116,Closed,4,4,4.0,incident,closed,0.0,05-11-2013 15:46,,06-11-2013 05:12,06-11-2013 05:12,"2,22,80,55,556",Other,1.0,,,NAM,Core Network,impacting application services | telecom disruption identified | Core Network network slowdown affecting enterprise traffic | telecom ticket under investigation | monitoring ongoing service issue,0
WBA000011,application,Web Based Application,IM0011117,Closed,5,5,5.0,incident,closed,4.0,05-11-2013 15:47,,11-11-2013 14:50,11-11-2013 14:51,"4,10,61,66,667",Software,1.0,,,EMEA,Mobile Core,network operations monitoring update | network issue impacting operations | Mobile Core packet loss affecting telecom traffic | issue under telecom investigation | impacting application services,0
SBA000263,application,Server Based Application,IM0011118,Closed,5,5,5.0,request for information,closed,0.0,05-11-2013 15:49,,05-11-2013 15:53,05-11-2013 15:53,"0,065555556",Other,1.0,,,EMEA,Mobile Core,Mobile Core connectivity fluctuations under investigation | request raised for operational review | monitoring ongoing service issue | impacting application services | telecom workflow activity detected,0
SUB000545,subapplication,Web Based Application,IM0011119,Closed,4,4,4.0,incident,closed,2.0,05-11-2013 15:53,,08-11-2013 08:30,08-11-2013 08:30,"2,15,13,61,111",Other,1.0,,,APAC,VPN Service,telecom ticket under investigation | impacting subapplication services | active outage affecting telecom services | VPN Service connectivity fluctuations under investigation | further network analysis required,0
WBA000103,application,Web Based Application,IM0011120,Closed,5,5,5.0,incident,closed,4.0,05-11-2013 15:55,,13-11-2013 12:31,13-11-2013 12:31,"3,57,39,44,444",Other,1.0,,,NAM,5G Network,impacting application services | monitoring ongoing service issue | network degradation impacting enterprise traffic | ongoing operational activity observed | 5G Network traffic congestion affecting node performance,0
SBA000054,application,Server Based Application,IM0011121,Closed,3,3,3.0,incident,closed,0.0,05-11-2013 16:01,,05-11-2013 16:03,05-11-2013 16:03,"0,0275",User error,1.0,,,NAM,Mobile Core,telecom ticket under investigation | impacting application services | Mobile Core vpn disruption affecting connectivity | engineering review in progress | telecom disruption identified,0
SAP000004,application,SAP,IM0011122,Closed,5,5,5.0,request for information,closed,2.0,05-11-2013 16:01,,06-11-2013 10:41,06-11-2013 10:41,"5,16,72,22,222",Other,1.0,,,APAC,5G Network,network operations monitoring update | ticket escalated to telecom support | clarification needed for ongoing connectivity issue | impacting application services | 5G Network intermittent wireless instability observed,0
DTA000057,application,Desktop Application,IM0011123,Closed,5,5,5.0,incident,closed,0.0,05-11-2013 16:04,,06-11-2013 10:01,06-11-2013 10:01,"4,45,83,33,333",Software,1.0,,,EMEA,Core Network,Core Network network slowdown affecting enterprise traffic | telecom workflow activity detected | network degradation impacting enterprise traffic | issue under telecom investigation | impacting application services,0
SBA000607,application,Server Based Application,IM0011124,Closed,5,5,5.0,request for information,closed,0.0,05-11-2013 16:05,,07-11-2013 08:18,07-11-2013 08:18,"1,32,14,72,222",Other,1.0,,,APAC,Core Network,Core Network network slowdown affecting enterprise traffic | impacting application services | engineering review in progress | seeking status update for telecom issue | ongoing operational activity observed,0
DTA000048,application,Desktop Application,IM0011125,Closed,NS,3,,incident,closed,1.0,05-11-2013 16:11,,06-11-2013 15:47,06-11-2013 15:47,"1,89,69,44,444",Other,1.0,,,EMEA,Core Network,Core Network telecom outage impacting regional services | impacting application services | monitoring ongoing service issue | service instability reported | ongoing operational activity observed,0
SBA000698,application,Server Based Application,IM0011126,Closed,4,4,4.0,incident,closed,2.0,05-11-2013 16:21,,09-01-2014 09:35,09-01-2014 09:35,"2,05,13,27,778",Hardware,1.0,,,LATAM,Mobile Core,monitoring ongoing service issue | impacting application services | Mobile Core connectivity fluctuations under investigation | requesting update regarding ongoing issue | ongoing operational activity observed,0
SUB000456,subapplication,Web Based Application,IM0011127,Closed,4,4,4.0,incident,closed,0.0,05-11-2013 16:27,,05-11-2013 16:32,05-11-2013 16:32,"0,082222222",Operator error,1.0,,,EMEA,VPN Service,service instability reported | impacting subapplication services | ticket escalated to telecom support | network operations monitoring update | VPN Service connectivity fluctuations under investigation,0
WBA000058,application,Web Based Application,IM0011128,Closed,4,4,4.0,incident,closed,0.0,05-11-2013 16:29,,05-11-2013 16:34,05-11-2013 16:34,"0,079444444",Software,1.0,,1.0,EMEA,Core Network,Core Network packet loss affecting telecom traffic | service instability reported | requires infrastructure verification | impacting application services | telecom ticket under investigation,0
SBA000295,application,Server Based Application,IM0011129,Closed,4,4,4.0,incident,closed,0.0,05-11-2013 16:44,,08-11-2013 11:09,08-11-2013 11:12,"63,925",User manual not used,1.0,,,NAM,Core Network,Core Network telecom outage impacting regional services | urgent investigation required for telecom disruption | impacting application services | further network analysis required | telecom workflow activity detected,0
WBA000044,application,Web Based Application,IM0011130,Closed,4,4,4.0,incident,closed,0.0,05-11-2013 16:52,,06-11-2013 13:57,06-11-2013 13:57,"7,59,16,66,667",Other,1.0,,,NAM,Core Network,impacting application services | network degradation impacting enterprise traffic | network operations monitoring update | Core Network connectivity fluctuations under investigation | further network analysis required,0
SUB000456,subapplication,Web Based Application,IM0011131,Closed,4,4,4.0,incident,closed,5.0,05-11-2013 16:55,,12-11-2013 14:36,12-11-2013 14:36,"5,01,74,44,444",Data,3.0,,,NAM,Wireless Network,urgent investigation required for telecom disruption | impacting subapplication services | telecom workflow activity detected | engineering review in progress | Wireless Network packet loss affecting telecom traffic,0
SUB000456,subapplication,Web Based Application,IM0011132,Closed,4,4,4.0,incident,closed,0.0,05-11-2013 17:02,,05-11-2013 17:58,05-11-2013 17:58,"0,941666667",Other,1.0,,,LATAM,VPN Service,VPN Service network latency impacting operations | impacting subapplication services | network degradation impacting enterprise traffic | ongoing operational activity observed | issue under telecom investigation,0
SBA000462,application,Server Based Application,IM0011133,Closed,4,4,4.0,incident,closed,0.0,05-11-2013 17:15,,06-11-2013 05:12,06-11-2013 05:12,"0,749166667",Other,1.0,,,APAC,Mobile Core,critical operational issue detected | requires infrastructure verification | impacting application services | ongoing operational activity observed | Mobile Core connectivity fluctuations under investigation,0
SBA000437,application,Server Based Application,IM0011134,Closed,4,4,4.0,incident,closed,0.0,05-11-2013 17:22,,11-11-2013 23:13,11-11-2013 23:14,"3,06,71,66,667",Software,1.0,,,APAC,VPN Service,telecom disruption identified | engineering review in progress | VPN Service network latency impacting operations | telecom ticket under investigation | impacting application services,0
DCE000077,hardware,DataCenterEquipment,IM0011135,Closed,3,3,3.0,incident,closed,2.0,05-11-2013 17:41,,10-11-2013 09:49,10-11-2013 09:50,"1,05,725",Hardware,1.0,,,APAC,VPN Service,issue under telecom investigation | impacting hardware services | telecom ticket under investigation | VPN Service packet loss affecting telecom traffic | telecom disruption identified,0
SBA000018,application,Server Based Application,IM0011136,Closed,4,4,4.0,incident,closed,0.0,05-11-2013 18:30,,12-11-2013 17:46,12-11-2013 17:46,"1,73,35,55,556",Other,1.0,,,NAM,Wireless Network,awaiting operational confirmation | impacting application services | Wireless Network intermittent wireless instability observed | network operations monitoring update | network degradation impacting enterprise traffic,0
SBA000263,application,Server Based Application,IM0011137,Closed,5,5,5.0,request for information,closed,2.0,06-11-2013 07:02,,06-11-2013 11:42,06-11-2013 11:42,"4,20,36,11,111",Other,1.0,,,APAC,5G Network,telecom workflow activity detected | clarification needed for ongoing connectivity issue | 5G Network service degradation impacting users | impacting application services | further network analysis required,0
SBA000017,application,Server Based Application,IM0011138,Closed,3,3,3.0,incident,closed,1.0,06-11-2013 07:03,,06-11-2013 07:15,06-11-2013 07:15,0,Software,1.0,,,APAC,Mobile Core,requesting update regarding ongoing issue | impacting application services | further network analysis required | Mobile Core routing instability detected in network | telecom workflow activity detected,0
SBA000263,application,Server Based Application,IM0011139,Closed,5,5,5.0,request for information,closed,0.0,06-11-2013 07:10,,06-11-2013 07:15,06-11-2013 07:15,0,Other,1.0,,,EMEA,Mobile Core,clarification needed for ongoing connectivity issue | impacting application services | Mobile Core traffic congestion affecting node performance | further network analysis required | ongoing operational activity observed,0
WBA000058,application,Web Based Application,IM0011140,Closed,4,4,4.0,incident,closed,0.0,05-11-2013 15:13,,05-11-2013 15:19,05-11-2013 15:19,"0,093333333",Software,1.0,,1.0,LATAM,VPN Service,VPN Service routing instability detected in network | impacting application services | network operations monitoring update | issue under telecom investigation | telecom disruption identified,0
SBA000607,application,Server Based Application,IM0011141,Closed,4,4,4.0,incident,closed,5.0,05-11-2013 15:14,,06-11-2013 15:20,06-11-2013 15:22,"1,06,40,55,556",Other,1.0,,,EMEA,VPN Service,further network analysis required | telecom workflow activity detected | impacting application services | network degradation impacting enterprise traffic | VPN Service intermittent wireless instability observed,0
SBA000462,application,Server Based Application,IM0011142,Closed,4,4,4.0,incident,closed,0.0,05-11-2013 15:14,,05-11-2013 15:49,05-11-2013 15:49,"0,584166667",Operator error,1.0,,,NAM,Fiber Network,impacting application services | issue under telecom investigation | network operations monitoring update | network issue impacting operations | Fiber Network network latency impacting operations,0
WBA000018,application,Web Based Application,IM0011143,Closed,4,4,4.0,incident,closed,0.0,05-11-2013 15:15,14-11-2013 11:59,14-11-2013 12:23,14-11-2013 12:23,"2,78,55,27,778",Data,2.0,,,APAC,5G Network,impacting application services | telecom disruption identified | 5G Network traffic congestion affecting node performance | telecom workflow activity detected | engineering review in progress,1
DTA000057,application,Desktop Application,IM0011144,Closed,5,5,5.0,incident,closed,0.0,05-11-2013 15:19,,06-11-2013 09:08,06-11-2013 09:08,"4,31,05,55,556",Software,1.0,,,NAM,Wireless Network,Wireless Network telecom outage impacting regional services | requires infrastructure verification | network operations monitoring update | network degradation impacting enterprise traffic | impacting application services,0
WBA000058,application,Web Based Application,IM0011145,Closed,4,4,4.0,incident,closed,0.0,05-11-2013 15:20,,05-11-2013 15:24,05-11-2013 15:24,"0,066111111",Software,1.0,,1.0,NAM,VPN Service,network degradation impacting enterprise traffic | VPN Service service degradation impacting users | telecom workflow activity detected | impacting application services | requires infrastructure verification,0
SBA000026,application,Server Based Application,IM0011146,Closed,4,4,4.0,incident,closed,0.0,05-11-2013 15:29,,05-11-2013 16:50,05-11-2013 16:51,"1,37,05,55,556",No error - works as designed,1.0,,,APAC,VPN Service,ongoing operational activity observed | active outage affecting telecom services | VPN Service network slowdown affecting enterprise traffic | awaiting operational confirmation | impacting application services,0
SBA000805,application,Server Based Application,IM0011147,Closed,3,3,3.0,incident,closed,0.0,05-11-2013 15:39,,05-11-2013 15:40,05-11-2013 15:41,"0,034722222",Hardware,1.0,,,LATAM,Wireless Network,requires infrastructure verification | telecom disruption identified | telecom workflow activity detected | impacting application services | Wireless Network traffic congestion affecting node performance,0
DTA000027,application,Desktop Application,IM0011148,Closed,4,4,4.0,incident,closed,0.0,05-11-2013 15:43,,06-11-2013 12:09,06-11-2013 12:09,"2,92,30,55,556",Software,1.0,,,APAC,Mobile Core,requires infrastructure verification | impacting application services | Mobile Core packet loss affecting telecom traffic | critical operational issue detected | telecom workflow activity detected,0
WBA000058,application,Web Based Application,IM0011149,Closed,4,4,4.0,incident,closed,0.0,05-11-2013 15:45,,05-11-2013 15:50,05-11-2013 15:50,"0,088611111",Software,1.0,,1.0,APAC,Fiber Network,ticket escalated to telecom support | impacting application services | critical operational issue detected | network operations monitoring update | Fiber Network traffic congestion affecting node performance,0
WBA000145,application,Web Based Application,IM0011150,Closed,4,4,4.0,incident,closed,4.0,05-11-2013 15:47,,13-11-2013 08:45,13-11-2013 08:45,"5,59,80,83,333",Data,1.0,,,APAC,Core Network,awaiting operational confirmation | telecom disruption identified | telecom workflow activity detected | Core Network vpn disruption affecting connectivity | impacting application services,0
SBA000462,application,Server Based Application,IM0011151,Closed,4,4,4.0,incident,closed,0.0,05-11-2013 15:49,,05-11-2013 16:25,05-11-2013 16:25,"0,601944444",Operator error,1.0,,,NAM,Core Network,impacting application services | ticket escalated to telecom support | Core Network packet loss affecting telecom traffic | ongoing operational activity observed | telecom disruption identified,0
SBA000462,application,Server Based Application,IM0011152,Closed,4,4,4.0,incident,closed,0.0,05-11-2013 15:51,,05-11-2013 16:04,05-11-2013 16:04,"0,2075",Operator error,1.0,,,APAC,Fiber Network,impacting application services | further network analysis required | network operations monitoring update | request raised for outage escalation support | Fiber Network telecom outage impacting regional services,0
SAN000182,storage,SAN,IM0011153,Closed,4,4,4.0,incident,closed,0.0,05-11-2013 16:00,,19-11-2013 10:40,19-11-2013 10:40,"9,96,73,61,111",Other,1.0,,,APAC,Fiber Network,awaiting operational confirmation | impacting storage services | active outage affecting telecom services | telecom ticket under investigation | Fiber Network telecom outage impacting regional services,0
SAP000003,application,SAP,IM0011154,Closed,4,4,4.0,incident,closed,2.0,05-11-2013 16:00,,06-11-2013 16:44,06-11-2013 16:45,"1,12,43,05,556",Software,1.0,,,NAM,Fiber Network,impacting application services | ticket escalated to telecom support | Fiber Network vpn disruption affecting connectivity | ongoing operational activity observed | network degradation impacting enterprise traffic,0
SAN000182,storage,SAN,IM0011155,Closed,4,4,4.0,incident,closed,0.0,05-11-2013 16:09,,06-11-2013 13:24,06-11-2013 13:25,"0,015833333",Other,1.0,,,APAC,Mobile Core,network operations monitoring update | impacting storage services | engineering review in progress | Mobile Core traffic congestion affecting node performance | urgent investigation required for telecom disruption,0
WBA000058,application,Web Based Application,IM0011156,Closed,4,4,4.0,incident,closed,1.0,05-11-2013 16:28,,06-11-2013 13:42,06-11-2013 13:42,"2,38,08,33,333",No error - works as designed,1.0,,,NAM,Core Network,ticket escalated to telecom support | network operations monitoring update | impacting application services | Core Network routing instability detected in network | urgent investigation required for telecom disruption,0
SAN000182,storage,SAN,IM0011157,Closed,4,4,4.0,incident,closed,0.0,05-11-2013 16:38,,06-11-2013 11:43,06-11-2013 11:43,"5,59,11,11,111",Other,1.0,,,APAC,Wireless Network,Wireless Network service degradation impacting users | network degradation impacting enterprise traffic | impacting storage services | engineering review in progress | telecom ticket under investigation,0
SBA000464,application,Server Based Application,IM0011158,Closed,4,4,4.0,incident,closed,0.0,05-11-2013 16:44,,05-11-2013 17:04,05-11-2013 17:04,"0,331944444",No error - works as designed,1.0,,,LATAM,Mobile Core,service instability reported | impacting application services | telecom workflow activity detected | engineering review in progress | Mobile Core routing instability detected in network,0
SUB000442,subapplication,Web Based Application,IM0011159,Closed,4,4,4.0,incident,closed,0.0,05-11-2013 16:45,07-11-2013 14:51,07-11-2013 15:21,07-11-2013 15:22,"2,795",Software,2.0,,,EMEA,Wireless Network,service instability reported | ticket escalated to telecom support | Wireless Network telecom outage impacting regional services | impacting subapplication services | telecom ticket under investigation,1
SUB000424,subapplication,Web Based Application,IM0011160,Closed,4,4,4.0,incident,closed,0.0,05-11-2013 17:16,,05-11-2013 17:41,05-11-2013 17:41,"0,408055556",Other,1.0,,,APAC,Mobile Core,critical operational issue detected | impacting subapplication services | Mobile Core routing instability detected in network | monitoring ongoing service issue | telecom ticket under investigation,0
SUB000456,subapplication,Web Based Application,IM0011161,Closed,4,4,4.0,incident,closed,0.0,05-11-2013 17:59,,06-11-2013 05:12,06-11-2013 05:12,"0,002222222",Other,1.0,,,APAC,Mobile Core,Mobile Core intermittent wireless instability observed | active outage affecting telecom services | impacting subapplication services | engineering review in progress | telecom workflow activity detected,0
LAP000002,computer,Laptop,IM0011162,Closed,3,3,3.0,incident,closed,1.0,06-11-2013 07:47,,06-11-2013 14:56,06-11-2013 14:56,"71,575",Software,1.0,,,APAC,Mobile Core,requires infrastructure verification | ongoing operational activity observed | Mobile Core connectivity fluctuations under investigation | impacting computer services | network degradation impacting enterprise traffic,0
STA000013,application,Standard Application,IM0011163,Closed,3,3,3.0,incident,closed,0.0,06-11-2013 08:07,,06-11-2013 10:02,06-11-2013 10:03,"1,92,69,44,444",Software,1.0,,,LATAM,Fiber Network,telecom disruption identified | Fiber Network traffic congestion affecting node performance | telecom workflow activity detected | impacting application services | ticket escalated to telecom support,0
LAP001461,computer,Laptop,IM0011164,Closed,4,4,4.0,incident,closed,4.0,06-11-2013 08:10,,12-11-2013 16:40,12-11-2013 16:40,"30,325",Data,1.0,1.0,,EMEA,Mobile Core,Mobile Core network latency impacting operations | awaiting operational confirmation | ongoing operational activity observed | active outage affecting telecom services | impacting computer services,0
SBA000263,application,Server Based Application,IM0011165,Closed,5,5,5.0,request for information,closed,4.0,06-11-2013 08:12,,08-11-2013 12:02,08-11-2013 12:02,"2,48,325",Other,1.0,,,EMEA,Mobile Core,network operations monitoring update | awaiting operational confirmation | Mobile Core traffic congestion affecting node performance | impacting application services | network issue impacting operations,0
WBA000133,application,Web Based Application,IM0011166,Closed,4,4,4.0,incident,closed,0.0,06-11-2013 08:14,,06-11-2013 10:15,06-11-2013 10:15,"2,02,55,55,556",Other,1.0,,,NAM,Wireless Network,monitoring ongoing service issue | impacting application services | urgent investigation required for telecom disruption | telecom workflow activity detected | Wireless Network service degradation impacting users,0
SBA000017,application,Server Based Application,IM0011167,Closed,NS,3,,incident,closed,1.0,06-11-2013 08:23,,06-11-2013 10:07,06-11-2013 10:08,"1,74,88,88,889",Unknown,1.0,,,LATAM,Fiber Network,impacting application services | issue under telecom investigation | telecom workflow activity detected | Fiber Network vpn disruption affecting connectivity | requesting update regarding ongoing issue,0
DCE000107,hardware,DataCenterEquipment,IM0011168,Closed,NS,3,,incident,closed,2.0,06-11-2013 08:28,,07-11-2013 13:10,07-11-2013 13:10,"0,043333333",Hardware,1.0,,,LATAM,Core Network,telecom workflow activity detected | request raised for outage escalation support | impacting hardware services | further network analysis required | Core Network connectivity fluctuations under investigation,0
WBA000133,application,Web Based Application,IM0011169,Closed,4,4,4.0,incident,closed,1.0,06-11-2013 08:33,07-11-2013 09:02,08-11-2013 12:58,08-11-2013 12:58,"1,53,59,16,667",Other,3.0,,,EMEA,Core Network,Core Network network slowdown affecting enterprise traffic | impacting application services | ongoing operational activity observed | telecom disruption identified | awaiting operational confirmation,1
EXC000001,application,Exchange,IM0011170,Closed,5,5,5.0,incident,closed,0.0,06-11-2013 08:45,,,07-11-2013 09:17,"1,10,27,22,222",Software,1.0,,,APAC,5G Network,impacting application services | network issue impacting operations | telecom workflow activity detected | 5G Network traffic congestion affecting node performance | monitoring ongoing service issue,0
SBA000698,application,Server Based Application,IM0011171,Closed,4,4,4.0,incident,closed,0.0,06-11-2013 08:54,,06-11-2013 09:31,06-11-2013 09:31,"0,611944444",Software,1.0,,,NAM,5G Network,ongoing operational activity observed | 5G Network packet loss affecting telecom traffic | active outage affecting telecom services | issue under telecom investigation | impacting application services,0
SBA000263,application,Server Based Application,IM0011172,Closed,5,5,5.0,request for information,closed,0.0,05-11-2013 16:58,,08-11-2013 08:07,08-11-2013 08:07,"0,045555556",Other,1.0,,,APAC,Mobile Core,Mobile Core intermittent wireless instability observed | network operations monitoring update | impacting application services | clarification needed for ongoing connectivity issue | awaiting operational confirmation,0
WBA000058,application,Web Based Application,IM0011173,Closed,4,4,4.0,incident,closed,0.0,05-11-2013 17:00,,05-11-2013 17:13,05-11-2013 17:13,"0,226111111",Software,1.0,,1.0,EMEA,Core Network,telecom disruption identified | telecom ticket under investigation | Core Network service degradation impacting users | monitoring ongoing service issue | impacting application services,0
LAP000229,computer,Laptop,IM0011174,Closed,5,5,5.0,incident,closed,0.0,05-11-2013 17:04,,08-11-2013 08:43,08-11-2013 08:43,"2,31,51,38,889",Hardware,1.0,,,APAC,VPN Service,engineering review in progress | telecom ticket under investigation | impacting computer services | VPN Service intermittent wireless instability observed | service instability reported,0
SUB000424,subapplication,Web Based Application,IM0011175,Closed,4,4,4.0,incident,closed,1.0,05-11-2013 17:07,,08-11-2013 10:28,08-11-2013 10:28,"2,47,21,38,889",Operator error,1.0,,,EMEA,Core Network,network issue impacting operations | Core Network network slowdown affecting enterprise traffic | monitoring ongoing service issue | telecom workflow activity detected | impacting subapplication services,0
WBA000018,application,Web Based Application,IM0011176,Closed,4,4,4.0,incident,closed,4.0,05-11-2013 17:14,,11-11-2013 12:40,11-11-2013 12:40,"2,44,63,33,333",Other,1.0,,,NAM,Wireless Network,further network analysis required | ongoing operational activity observed | Wireless Network network slowdown affecting enterprise traffic | impacting application services | service instability reported,0
SUB000456,subapplication,Web Based Application,IM0011177,Closed,4,4,4.0,incident,closed,0.0,05-11-2013 17:18,,05-11-2013 17:29,05-11-2013 17:29,"0,177777778",Other,1.0,,,NAM,5G Network,request raised for outage escalation support | impacting subapplication services | 5G Network network latency impacting operations | ongoing operational activity observed | ticket escalated to telecom support,0
SBA000427,application,Server Based Application,IM0011178,Closed,3,3,3.0,incident,closed,0.0,05-11-2013 17:22,,05-11-2013 18:35,05-11-2013 18:36,"0,616944444",Data,1.0,,,EMEA,5G Network,ongoing operational activity observed | 5G Network service degradation impacting users | impacting application services | requires infrastructure verification | active outage affecting telecom services,0
SUB000426,subapplication,Web Based Application,IM0011179,Closed,4,4,4.0,incident,closed,0.0,05-11-2013 17:26,,06-11-2013 05:12,06-11-2013 05:12,"0,561944444",Other,1.0,,,APAC,Fiber Network,critical operational issue detected | engineering review in progress | impacting subapplication services | telecom workflow activity detected | Fiber Network packet loss affecting telecom traffic,0
SBA000630,application,Server Based Application,IM0011180,Closed,3,3,3.0,incident,closed,1.0,05-11-2013 17:49,,,05-11-2013 18:03,"0,181111111",Other,1.0,,,APAC,5G Network,telecom workflow activity detected | active outage affecting telecom services | engineering review in progress | 5G Network network slowdown affecting enterprise traffic | impacting application services,0
SBA000523,application,Server Based Application,IM0011181,Closed,3,3,3.0,incident,closed,1.0,06-11-2013 02:11,,06-11-2013 09:55,06-11-2013 09:55,"2,43,08,33,333",No error - works as designed,1.0,,,APAC,Mobile Core,ticket escalated to telecom support | critical operational issue detected | telecom ticket under investigation | impacting application services | Mobile Core vpn disruption affecting connectivity,0
SUB000544,subapplication,Web Based Application,IM0011182,Closed,2,2,2.0,incident,closed,0.0,06-11-2013 06:50,,06-11-2013 07:07,06-11-2013 07:07,"0,277777778",User error,1.0,,1.0,LATAM,Wireless Network,Wireless Network network slowdown affecting enterprise traffic | impacting subapplication services | urgent investigation required for telecom disruption | telecom ticket under investigation | engineering review in progress,0
LAP000374,computer,Laptop,IM0011183,Closed,5,5,5.0,incident,closed,4.0,06-11-2013 07:50,,06-11-2013 15:03,06-11-2013 15:04,"4,87,61,11,111",Software,1.0,,,LATAM,5G Network,impacting computer services | clarification needed for ongoing connectivity issue | ongoing operational activity observed | engineering review in progress | 5G Network packet loss affecting telecom traffic,0
LAP000002,computer,Laptop,IM0011184,Closed,5,5,5.0,incident,closed,0.0,06-11-2013 08:10,,25-11-2013 10:23,25-11-2013 10:24,"0,014444444",Software,1.0,,,NAM,VPN Service,VPN Service service degradation impacting users | impacting computer services | telecom disruption identified | ongoing operational activity observed | issue under telecom investigation,0
DSK000194,computer,Desktop,IM0011185,Closed,5,5,5.0,incident,closed,0.0,06-11-2013 08:17,,07-11-2013 10:52,07-11-2013 10:52,"1,30,77,77,778",Hardware,1.0,,,EMEA,Wireless Network,impacting computer services | network operations monitoring update | network issue impacting operations | requires infrastructure verification | Wireless Network routing instability detected in network,0
MON00015,displaydevice,Monitor,IM0011186,Closed,5,4,4.0,request for information,closed,0.0,06-11-2013 08:20,,06-11-2013 14:32,06-11-2013 14:32,"6,20,66,66,667",No error - works as designed,1.0,,,EMEA,5G Network,impacting displaydevice services | requesting update regarding ongoing issue | ongoing operational activity observed | engineering review in progress | 5G Network intermittent wireless instability observed,0
LAP001394,computer,Laptop,IM0011187,Closed,3,3,3.0,incident,closed,0.0,06-11-2013 08:25,,06-11-2013 15:42,06-11-2013 15:44,"0,014722222",Other,1.0,,,EMEA,Fiber Network,monitoring ongoing service issue | request raised for outage escalation support | Fiber Network traffic congestion affecting node performance | telecom ticket under investigation | impacting computer services,0
WBA000058,application,Web Based Application,IM0011188,Closed,4,4,4.0,incident,closed,0.0,06-11-2013 08:40,,06-11-2013 10:01,06-11-2013 10:01,"1,34,91,66,667",Software,1.0,,1.0,NAM,Mobile Core,telecom workflow activity detected | further network analysis required | Mobile Core connectivity fluctuations under investigation | impacting application services | clarification needed for ongoing connectivity issue,0
WBA000145,application,Web Based Application,IM0011189,Closed,4,4,4.0,incident,closed,0.0,06-11-2013 08:43,,14-11-2013 07:45,14-11-2013 07:45,"3,80,18,61,111",Unknown,1.0,,,APAC,Mobile Core,ticket escalated to telecom support | impacting application services | active outage affecting telecom services | ongoing operational activity observed | Mobile Core service degradation impacting users,0
