CI_Name,CI_Cat,CI_Subcat,Incident_ID,Status,Impact,Urgency,Priority,Category,Alert_Status,No_of_Reassignments,Open_Time,Reopen_Time,Resolved_Time,Close_Time,Handle_Time_hrs,Closure_Code,No_of_Related_Interactions,No_of_Related_Incidents,No_of_Related_Changes,Region,Network_Type,Incident Description,Was_Reopened,Open_Month,Open_DayOfWeek,Open_Hour,Resolution_Time_Hours
DTA000056,application,Desktop Application,IM0009460,Closed,3,3,3.0,incident,closed,0.0,2013-10-30 13:49:00,,2013-10-30 16:22:00,2013-10-30 16:22:00,,Software,1.0,,,NAM,VPN Service,request raised for outage escalation support | impacting application services | telecom ticket under investigation | VPN Service packet loss affecting telecom traffic | ticket escalated to telecom support,0,10,Wednesday,13,2.55
DTA000031,application,Desktop Application,IM0009461,Closed,5,5,5.0,incident,closed,0.0,2013-10-30 10:49:00,,2013-11-06 09:39:00,2013-11-06 09:39:00,,Hardware,1.0,,,APAC,VPN Service,critical operational issue detected | VPN Service packet loss affecting telecom traffic | telecom workflow activity detected | impacting application services | issue under telecom investigation,0,10,Wednesday,10,166.83333333333334
DTA000031,application,Desktop Application,IM0009462,Closed,5,5,5.0,incident,closed,0.0,2013-10-30 10:50:00,,2013-11-06 09:27:00,2013-11-06 09:27:00,,Hardware,1.0,,,EMEA,Mobile Core,request raised for outage escalation support | Mobile Core traffic congestion affecting node performance | impacting application services | telecom ticket under investigation | awaiting operational confirmation,0,10,Wednesday,10,166.61666666666667
DTA000031,application,Desktop Application,IM0009463,Closed,5,5,5.0,incident,closed,0.0,2013-10-30 10:51:00,,2013-11-06 09:28:00,2013-11-06 09:28:00,,Hardware,1.0,,,APAC,VPN Service,impacting application services | request raised for outage escalation support | telecom ticket under investigation | VPN Service network slowdown affecting enterprise traffic | issue under telecom investigation,0,10,Wednesday,10,166.61666666666667
SBA000054,application,Server Based Application,IM0009464,Closed,3,3,3.0,incident,closed,0.0,2013-10-30 10:54:00,,2013-10-30 11:02:00,2013-10-30 11:02:00,0.136111111,User error,1.0,,,APAC,5G Network,network operations monitoring update | telecom disruption identified | issue under telecom investigation | impacting application services | 5G Network telecom outage impacting regional services,0,10,Wednesday,10,0.13333333333333333
SBA000759,application,Server Based Application,IM0009465,Closed,4,4,4.0,incident,closed,0.0,2013-10-30 10:57:00,,2013-10-30 15:00:00,2013-10-30 15:01:00,4.06,No error - works as designed,1.0,,,APAC,Fiber Network,telecom disruption identified | Fiber Network packet loss affecting telecom traffic | impacting application services | telecom workflow activity detected | awaiting operational confirmation,0,10,Wednesday,10,4.066666666666666
SBA000263,application,Server Based Application,IM0009466,Closed,5,5,5.0,request for information,closed,0.0,2013-10-30 11:04:00,2013-10-30 13:42:00,2013-10-30 14:34:00,2013-10-30 14:34:00,0.968611111,Other,2.0,,,NAM,Mobile Core,requesting update regarding ongoing issue | impacting application services | Mobile Core packet loss affecting telecom traffic | requires infrastructure verification | telecom ticket under investigation,1,10,Wednesday,11,3.5
SBA000607,application,Server Based Application,IM0009467,Closed,5,5,5.0,incident,closed,3.0,2013-10-30 11:04:00,,2013-11-04 14:56:00,2013-11-04 14:56:00,,Other,1.0,1.0,,EMEA,5G Network,urgent investigation required for telecom disruption | 5G Network network slowdown affecting enterprise traffic | issue under telecom investigation | network operations monitoring update | impacting application services,0,10,Wednesday,11,123.86666666666666
SUB000535,subapplication,Web Based Application,IM0009468,Closed,4,4,4.0,incident,closed,0.0,2013-10-30 11:04:00,,2013-10-30 12:52:00,2013-10-30 12:53:00,,No error - works as designed,1.0,,,APAC,VPN Service,urgent investigation required for telecom disruption | awaiting operational confirmation | network operations monitoring update | VPN Service service degradation impacting users | impacting subapplication services,0,10,Wednesday,11,1.8166666666666667
WBA000103,application,Web Based Application,IM0009469,Closed,5,5,5.0,incident,closed,4.0,2013-10-30 11:05:00,,2013-11-18 11:17:00,2013-11-18 11:17:00,,Other,1.0,,,APAC,Mobile Core,impacting application services | telecom disruption identified | engineering review in progress | network operations monitoring update | Mobile Core network latency impacting operations,0,10,Wednesday,11,456.2
WBA000133,application,Web Based Application,IM0009470,Closed,4,4,4.0,incident,closed,5.0,2013-10-30 11:33:00,,2013-11-05 10:34:00,2013-11-05 10:39:00,,Other,1.0,,,EMEA,Wireless Network,impacting application services | awaiting operational confirmation | urgent investigation required for telecom disruption | Wireless Network connectivity fluctuations under investigation | ongoing operational activity observed,0,10,Wednesday,11,143.1
SBA000439,application,Server Based Application,IM0009471,Closed,5,5,5.0,request for information,closed,0.0,2013-10-30 11:41:00,,2013-10-30 12:37:00,2013-10-30 12:37:00,0.934444444,Software,1.0,,,LATAM,Core Network,requesting investigation update from telecom team | Core Network network slowdown affecting enterprise traffic | issue under telecom investigation | ongoing operational activity observed | impacting application services,0,10,Wednesday,11,0.9333333333333333
SBA000607,application,Server Based Application,IM0009472,Closed,5,5,5.0,request for information,closed,8.0,2013-10-30 11:41:00,,2013-11-05 14:23:00,2013-11-05 14:23:00,,Other,1.0,,,EMEA,Wireless Network,further network analysis required | Wireless Network telecom outage impacting regional services | service instability reported | telecom workflow activity detected | impacting application services,0,10,Wednesday,11,146.7
SBA000607,application,Server Based Application,IM0009473,Closed,4,4,4.0,incident,closed,9.0,2013-10-30 11:43:00,2013-11-05 10:51:00,2013-11-26 10:52:00,2013-11-26 10:52:00,,Other,2.0,,,EMEA,Fiber Network,impacting application services | critical operational issue detected | Fiber Network network latency impacting operations | telecom ticket under investigation | issue under telecom investigation,1,10,Wednesday,11,647.15
WBA000058,application,Web Based Application,IM0009474,Closed,4,4,4.0,incident,closed,0.0,2013-10-30 11:47:00,,2013-10-30 11:57:00,2013-10-30 11:57:00,0.168055556,Other,1.0,,,APAC,Wireless Network,Wireless Network network slowdown affecting enterprise traffic | impacting application services | telecom ticket under investigation | request raised for outage escalation support | ticket escalated to telecom support,0,10,Wednesday,11,0.16666666666666666
SBA000436,application,Server Based Application,IM0009475,Closed,5,5,5.0,incident,closed,1.0,2013-10-30 11:52:00,,2013-10-31 13:53:00,2013-10-31 13:53:00,,Data,1.0,,,APAC,Wireless Network,impacting application services | clarification needed for ongoing connectivity issue | ongoing operational activity observed | further network analysis required | Wireless Network telecom outage impacting regional services,0,10,Wednesday,11,26.016666666666666
WBA000058,application,Web Based Application,IM0009476,Closed,4,4,4.0,incident,closed,0.0,2013-10-30 12:03:00,,2013-10-30 12:26:00,2013-10-30 12:26:00,0.374722222,Other,1.0,,,APAC,Wireless Network,requires infrastructure verification | Wireless Network intermittent wireless instability observed | critical operational issue detected | telecom ticket under investigation | impacting application services,0,10,Wednesday,12,0.38333333333333336
WBA000058,application,Web Based Application,IM0009477,Closed,4,4,4.0,incident,closed,0.0,2013-10-30 12:03:00,,2013-10-30 13:45:00,2013-10-30 13:45:00,,Other,1.0,,,NAM,VPN Service,active outage affecting telecom services | impacting application services | ongoing operational activity observed | VPN Service traffic congestion affecting node performance | further network analysis required,0,10,Wednesday,12,1.7
LAP000747,computer,Laptop,IM0009478,Closed,4,4,4.0,incident,closed,6.0,2013-10-30 12:14:00,,2013-11-06 16:02:00,2013-11-06 16:02:00,,Other,1.0,,,LATAM,VPN Service,impacting computer services | requesting update regarding ongoing issue | monitoring ongoing service issue | telecom ticket under investigation | VPN Service vpn disruption affecting connectivity,0,10,Wednesday,12,171.8
SBA000585,application,Server Based Application,IM0009479,Closed,4,4,4.0,incident,closed,8.0,2013-10-30 12:23:00,,2013-10-31 09:41:00,2013-10-31 09:41:00,,Other,1.0,,,NAM,Core Network,Core Network telecom outage impacting regional services | ticket escalated to telecom support | impacting application services | telecom ticket under investigation | telecom disruption identified,0,10,Wednesday,12,21.3
WBA000060,application,Web Based Application,IM0009480,Closed,4,4,4.0,incident,closed,0.0,2013-10-30 12:28:00,,2013-10-30 12:52:00,2013-10-30 12:52:00,0.393055556,User error,1.0,,,LATAM,Wireless Network,impacting application services | requires infrastructure verification | Wireless Network connectivity fluctuations under investigation | urgent investigation required for telecom disruption | telecom workflow activity detected,0,10,Wednesday,12,0.4
SBA000054,application,Server Based Application,IM0009481,Closed,3,3,3.0,incident,closed,0.0,2013-10-30 12:52:00,,2013-10-30 13:19:00,2013-10-30 13:20:00,0.462777778,User error,1.0,,,APAC,Mobile Core,urgent investigation required for telecom disruption | telecom ticket under investigation | ticket escalated to telecom support | Mobile Core traffic congestion affecting node performance | impacting application services,0,10,Wednesday,12,0.4666666666666667
ENC000012,hardware,Encryption,IM0009482,Closed,4,4,4.0,request for information,closed,1.0,2013-10-30 12:54:00,,2013-10-31 09:57:00,2013-10-31 09:57:00,,User error,1.0,,,APAC,5G Network,engineering review in progress | request raised for operational review | telecom workflow activity detected | 5G Network routing instability detected in network | impacting hardware services,0,10,Wednesday,12,21.05
WBA000103,application,Web Based Application,IM0009483,Closed,4,4,4.0,incident,closed,0.0,2013-10-30 12:56:00,,2013-10-30 13:05:00,2013-10-30 13:05:00,0.150833333,Software,1.0,,,APAC,VPN Service,ticket escalated to telecom support | network issue impacting operations | telecom workflow activity detected | impacting application services | VPN Service network latency impacting operations,0,10,Wednesday,12,0.15
SUB000436,subapplication,Web Based Application,IM0009484,Closed,5,5,5.0,incident,closed,0.0,2013-10-30 13:04:00,,2013-11-08 15:08:00,2013-11-08 15:08:00,,Other,2.0,,,LATAM,Core Network,Core Network packet loss affecting telecom traffic | telecom ticket under investigation | urgent investigation required for telecom disruption | requires infrastructure verification | impacting subapplication services,0,10,Wednesday,13,218.06666666666666
WBA000003,application,Web Based Application,IM0009485,Closed,4,4,4.0,incident,closed,0.0,2013-10-30 13:56:00,,2013-10-31 14:21:00,2013-10-31 14:21:00,,Other,1.0,,,APAC,VPN Service,monitoring ongoing service issue | impacting application services | telecom ticket under investigation | VPN Service routing instability detected in network | active outage affecting telecom services,0,10,Wednesday,13,24.416666666666668
SUB000545,subapplication,Web Based Application,IM0009486,Closed,5,5,5.0,incident,closed,0.0,2013-10-30 14:12:00,,2013-10-30 14:42:00,2013-10-30 14:42:00,0.510277778,Operator error,1.0,,,EMEA,VPN Service,telecom ticket under investigation | ticket escalated to telecom support | impacting subapplication services | VPN Service service degradation impacting users | network degradation impacting enterprise traffic,0,10,Wednesday,14,0.5
SUB000456,subapplication,Web Based Application,IM0009487,Closed,4,4,4.0,incident,closed,0.0,2013-10-30 14:13:00,,2013-10-30 14:22:00,2013-10-30 14:22:00,0.158333333,Operator error,1.0,,,EMEA,VPN Service,impacting subapplication services | request raised for outage escalation support | monitoring ongoing service issue | VPN Service packet loss affecting telecom traffic | telecom workflow activity detected,0,10,Wednesday,14,0.15
LAP001490,computer,Laptop,IM0009488,Closed,4,5,4.0,incident,closed,0.0,2013-10-30 14:20:00,,2013-10-30 14:55:00,2013-10-30 14:55:00,0.590277778,Data,1.0,,,NAM,VPN Service,requires infrastructure verification | ongoing operational activity observed | VPN Service network latency impacting operations | impacting computer services | request raised for outage escalation support,0,10,Wednesday,14,0.5833333333333334
SUB000424,subapplication,Web Based Application,IM0009489,Closed,5,5,5.0,incident,closed,2.0,2013-10-30 14:20:00,,2013-11-05 17:36:00,2013-11-05 17:36:00,,Other,1.0,,,APAC,Mobile Core,issue under telecom investigation | network operations monitoring update | impacting subapplication services | network degradation impacting enterprise traffic | Mobile Core service degradation impacting users,0,10,Wednesday,14,147.26666666666668
MON00010,displaydevice,Monitor,IM0009490,Closed,4,4,4.0,incident,closed,2.0,2013-10-30 14:25:00,,2013-11-06 16:46:00,2013-11-06 16:46:00,,Hardware,1.0,,,NAM,5G Network,impacting displaydevice services | telecom disruption identified | ongoing operational activity observed | 5G Network service degradation impacting users | monitoring ongoing service issue,0,10,Wednesday,14,170.35
SUB000455,subapplication,Web Based Application,IM0009491,Closed,4,4,4.0,incident,closed,0.0,2013-10-30 14:42:00,,2013-10-30 15:50:00,2013-10-30 15:51:00,,Data,1.0,,,EMEA,Fiber Network,Fiber Network telecom outage impacting regional services | impacting subapplication services | awaiting operational confirmation | telecom ticket under investigation | request raised for outage escalation support,0,10,Wednesday,14,1.15
SBA000119,application,Server Based Application,IM0009492,Closed,4,4,4.0,incident,closed,0.0,2013-10-30 14:50:00,,2013-10-30 15:25:00,2013-10-30 15:25:00,0.5825,Software,1.0,,,APAC,Mobile Core,Mobile Core service degradation impacting users | impacting application services | network operations monitoring update | further network analysis required | critical operational issue detected,0,10,Wednesday,14,0.5833333333333334
DTA000048,application,Desktop Application,IM0009493,Closed,3,3,3.0,incident,closed,1.0,2013-10-30 14:51:00,,2013-10-31 08:32:00,2013-10-31 08:33:00,,Other,1.0,,,APAC,5G Network,impacting application services | active outage affecting telecom services | 5G Network vpn disruption affecting connectivity | ongoing operational activity observed | ticket escalated to telecom support,0,10,Wednesday,14,17.7
DTA000057,application,Desktop Application,IM0009494,Closed,5,5,5.0,request for information,closed,0.0,2013-10-30 15:04:00,,2013-11-01 08:59:00,2013-11-01 08:59:00,,Software,1.0,,,EMEA,Wireless Network,engineering review in progress | impacting application services | telecom workflow activity detected | Wireless Network routing instability detected in network | guidance required regarding network instability,0,10,Wednesday,15,41.916666666666664
SBA000263,application,Server Based Application,IM0009495,Closed,5,5,5.0,request for information,closed,0.0,2013-10-30 13:49:00,,2013-10-30 14:37:00,2013-10-30 14:37:00,0.795833333,Other,1.0,,,NAM,Fiber Network,requesting update regarding ongoing issue | impacting application services | Fiber Network traffic congestion affecting node performance | ongoing operational activity observed | awaiting operational confirmation,0,10,Wednesday,13,0.8
APP000005,application,Citrix,IM0009496,Closed,4,4,4.0,incident,closed,0.0,2013-10-30 13:50:00,,2013-10-30 17:07:00,2013-10-30 17:07:00,,Software,1.0,,,APAC,Fiber Network,impacting application services | Fiber Network telecom outage impacting regional services | network operations monitoring update | network issue impacting operations | requires infrastructure verification,0,10,Wednesday,13,3.283333333333333
DTA000056,application,Desktop Application,IM0009497,Closed,,3,,incident,closed,0.0,2013-10-30 13:51:00,,2013-10-30 16:21:00,2013-10-30 16:21:00,2.495,Other,1.0,,,APAC,Mobile Core,impacting application services | Mobile Core network slowdown affecting enterprise traffic | issue under telecom investigation | ongoing operational activity observed | network degradation impacting enterprise traffic,0,10,Wednesday,13,2.5
DTA000056,application,Desktop Application,IM0009498,Closed,3,3,3.0,incident,closed,0.0,2013-10-30 13:52:00,,2013-10-30 16:20:00,2013-10-30 16:20:00,,Software,1.0,,,APAC,5G Network,5G Network network slowdown affecting enterprise traffic | critical operational issue detected | requires infrastructure verification | ongoing operational activity observed | impacting application services,0,10,Wednesday,13,2.466666666666667
APP000005,application,Citrix,IM0009499,Closed,4,4,4.0,incident,closed,0.0,2013-10-30 13:53:00,,2013-10-30 16:55:00,2013-10-30 16:55:00,,Software,1.0,,,EMEA,Fiber Network,active outage affecting telecom services | Fiber Network routing instability detected in network | impacting application services | further network analysis required | telecom workflow activity detected,0,10,Wednesday,13,3.033333333333333
DTA000616,application,Desktop Application,IM0009500,Closed,4,4,4.0,incident,closed,0.0,2013-10-30 13:53:00,,2013-10-31 08:38:00,2013-10-31 08:38:00,0.605555556,Software,1.0,,,EMEA,Fiber Network,Fiber Network network latency impacting operations | network degradation impacting enterprise traffic | further network analysis required | telecom ticket under investigation | impacting application services,0,10,Wednesday,13,18.75
VDI000096,computer,VDI,IM0009501,Closed,4,4,4.0,incident,closed,0.0,2013-10-30 13:57:00,,2013-10-30 17:02:00,2013-10-30 17:02:00,,Software,1.0,,,APAC,Wireless Network,Wireless Network telecom outage impacting regional services | network operations monitoring update | impacting computer services | network degradation impacting enterprise traffic | engineering review in progress,0,10,Wednesday,13,3.0833333333333335
COM000003,computer,Omgeving,IM0009502,Closed,4,4,4.0,incident,closed,0.0,2013-10-30 14:00:00,,2013-10-30 17:03:00,2013-10-30 17:03:00,,Other,1.0,,,APAC,Mobile Core,telecom ticket under investigation | engineering review in progress | impacting computer services | request raised for outage escalation support | Mobile Core connectivity fluctuations under investigation,0,10,Wednesday,14,3.05
APP000005,application,Citrix,IM0009503,Closed,4,4,4.0,incident,closed,0.0,2013-10-30 14:00:00,,2013-10-30 16:38:00,2013-10-30 16:38:00,,Hardware,1.0,,,APAC,Fiber Network,issue under telecom investigation | Fiber Network traffic congestion affecting node performance | telecom ticket under investigation | impacting application services | request raised for outage escalation support,0,10,Wednesday,14,2.6333333333333333
SBA000263,application,Server Based Application,IM0009504,Closed,5,5,5.0,request for information,closed,0.0,2013-10-30 14:01:00,2013-11-01 10:36:00,2013-11-01 10:37:00,2013-11-01 10:37:00,,Other,1.0,,,APAC,Fiber Network,engineering review in progress | requesting investigation update from telecom team | telecom ticket under investigation | Fiber Network service degradation impacting users | impacting application services,1,10,Wednesday,14,44.6
WBA000011,application,Web Based Application,IM0009505,Closed,5,5,5.0,incident,closed,2.0,2013-10-30 14:13:00,,2013-11-01 16:00:00,2013-11-01 16:01:00,,Software,1.0,,,APAC,Wireless Network,Wireless Network routing instability detected in network | active outage affecting telecom services | awaiting operational confirmation | telecom workflow activity detected | impacting application services,0,10,Wednesday,14,49.8
SUB000030,subapplication,Server Based Application,IM0009506,Closed,3,3,3.0,incident,closed,1.0,2013-10-30 14:13:00,,2013-10-31 10:48:00,2013-10-31 10:48:00,,Other,1.0,,,EMEA,Mobile Core,network issue impacting operations | Mobile Core vpn disruption affecting connectivity | impacting subapplication services | telecom workflow activity detected | monitoring ongoing service issue,0,10,Wednesday,14,20.583333333333332
SBA000263,application,Server Based Application,IM0009507,Closed,5,5,5.0,request for information,closed,0.0,2013-10-30 14:13:00,,2013-10-31 07:41:00,2013-10-31 07:41:00,,Other,1.0,,,NAM,VPN Service,requires infrastructure verification | impacting application services | VPN Service packet loss affecting telecom traffic | requesting update regarding ongoing issue | telecom ticket under investigation,0,10,Wednesday,14,17.466666666666665
SAP000004,application,SAP,IM0009508,Closed,5,5,5.0,request for information,closed,4.0,2013-10-30 14:16:00,2013-11-04 09:05:00,2013-11-04 12:17:00,2013-11-04 12:17:00,,Other,2.0,,,EMEA,Wireless Network,impacting application services | Wireless Network traffic congestion affecting node performance | network operations monitoring update | need clarification regarding service behavior | awaiting operational confirmation,1,10,Wednesday,14,118.01666666666667
LAP000362,computer,Laptop,IM0009509,Closed,5,5,5.0,incident,closed,0.0,2013-10-30 14:16:00,,2013-10-30 14:56:00,2013-10-30 14:56:00,0.665833333,Data,1.0,,,EMEA,Core Network,request raised for outage escalation support | impacting computer services | Core Network intermittent wireless instability observed | ongoing operational activity observed | requires infrastructure verification,0,10,Wednesday,14,0.6666666666666666
SBA000263,application,Server Based Application,IM0009510,Closed,5,5,5.0,request for information,closed,11.0,2013-10-30 14:22:00,,2013-11-13 09:41:00,2013-11-13 09:41:00,,Other,1.0,,,APAC,Mobile Core,ticket reassigned across multiple teams | issue under telecom investigation | Mobile Core network slowdown affecting enterprise traffic | requesting update regarding ongoing issue | impacting application services | telecom workflow activity detected,0,10,Wednesday,14,331.31666666666666
DTA000577,application,Desktop Application,IM0009511,Closed,4,4,4.0,incident,closed,1.0,2013-10-30 14:26:00,,2013-11-07 11:36:00,2013-11-07 11:36:00,31.975,Data,1.0,,,APAC,Mobile Core,issue under telecom investigation | active outage affecting telecom services | telecom ticket under investigation | impacting application services | Mobile Core packet loss affecting telecom traffic,0,10,Wednesday,14,189.16666666666666
LAP001538,computer,Laptop,IM0009512,Closed,3,3,3.0,incident,closed,0.0,2013-10-30 14:28:00,,2013-10-30 16:02:00,2013-10-30 16:04:00,,Other,2.0,,1.0,EMEA,5G Network,5G Network connectivity fluctuations under investigation | telecom ticket under investigation | requesting update regarding ongoing issue | awaiting operational confirmation | impacting computer services,0,10,Wednesday,14,1.6
SBA000462,application,Server Based Application,IM0009513,Closed,4,4,4.0,incident,closed,0.0,2013-10-30 14:29:00,,2013-10-30 15:22:00,2013-10-30 15:22:00,0.885,User error,1.0,,,APAC,Fiber Network,critical operational issue detected | impacting application services | telecom ticket under investigation | requires infrastructure verification | Fiber Network traffic congestion affecting node performance,0,10,Wednesday,14,0.8833333333333333
SUB000456,subapplication,Web Based Application,IM0009514,Closed,4,4,4.0,incident,closed,2.0,2013-10-30 14:33:00,,2013-10-31 16:05:00,2013-10-31 16:05:00,,Software,1.0,,,EMEA,Wireless Network,Wireless Network network slowdown affecting enterprise traffic | service instability reported | telecom workflow activity detected | requires infrastructure verification | impacting subapplication services,0,10,Wednesday,14,25.533333333333335
SAP000005,application,SAP,IM0009515,Closed,5,5,5.0,request for information,closed,2.0,2013-10-30 14:37:00,,2013-10-31 09:21:00,2013-10-31 09:21:00,,Other,1.0,,,NAM,Core Network,requesting update regarding ongoing issue | ongoing operational activity observed | awaiting operational confirmation | impacting application services | Core Network network latency impacting operations,0,10,Wednesday,14,18.733333333333334
SCN000001,officeelectronics,Scanner,IM0009516,Closed,3,3,3.0,incident,closed,0.0,2013-10-30 14:42:00,,2013-10-30 14:44:00,2013-10-30 14:44:00,0.023888889,Other,1.0,,,APAC,Fiber Network,impacting officeelectronics services | telecom ticket under investigation | active outage affecting telecom services | Fiber Network packet loss affecting telecom traffic | further network analysis required,0,10,Wednesday,14,0.03333333333333333
CBD000769,computer,Banking Device,IM0009517,Closed,2,2,2.0,incident,closed,1.0,2013-10-30 15:00:00,,2013-11-01 13:38:00,2013-11-01 13:38:00,,Hardware,2.0,,,EMEA,Mobile Core,Mobile Core telecom outage impacting regional services | impacting computer services | engineering review in progress | service instability reported | ongoing operational activity observed,0,10,Wednesday,15,46.63333333333333
WBA000148,application,Web Based Application,IM0009518,Closed,5,5,5.0,incident,closed,0.0,2013-10-30 15:20:00,,2013-10-30 16:55:00,2013-10-30 16:55:00,,Other,1.0,,,NAM,Wireless Network,engineering review in progress | network operations monitoring update | Wireless Network routing instability detected in network | telecom disruption identified | impacting application services,0,10,Wednesday,15,1.5833333333333333
SUB000424,subapplication,Web Based Application,IM0009519,Closed,4,4,4.0,incident,closed,0.0,2013-10-30 15:32:00,,2013-10-30 15:54:00,2013-10-30 15:54:00,0.369166667,User error,1.0,,,EMEA,5G Network,impacting subapplication services | telecom disruption identified | telecom workflow activity detected | monitoring ongoing service issue | 5G Network network slowdown affecting enterprise traffic,0,10,Wednesday,15,0.36666666666666664
WBA000011,application,Web Based Application,IM0009520,Closed,5,5,5.0,incident,closed,0.0,2013-10-30 15:33:00,,2013-10-31 09:08:00,2013-10-31 09:08:00,,Software,1.0,,,EMEA,Mobile Core,network operations monitoring update | awaiting operational confirmation | Mobile Core network latency impacting operations | urgent investigation required for telecom disruption | impacting application services,0,10,Wednesday,15,17.583333333333332
SBA000029,application,Server Based Application,IM0009521,Closed,4,4,4.0,incident,closed,0.0,2013-10-30 15:39:00,,2013-10-30 17:11:00,2013-10-30 17:12:00,,Other,1.0,,,EMEA,5G Network,telecom ticket under investigation | 5G Network network slowdown affecting enterprise traffic | awaiting operational confirmation | network issue impacting operations | impacting application services,0,10,Wednesday,15,1.55
SBA000063,application,Server Based Application,IM0009522,Closed,5,5,5.0,request for information,closed,0.0,2013-10-30 15:41:00,,2013-11-01 12:42:00,2013-11-01 12:42:00,0.060555556,Other,1.0,,,APAC,Core Network,ongoing operational activity observed | Core Network network latency impacting operations | need clarification regarding service behavior | monitoring ongoing service issue | impacting application services,0,10,Wednesday,15,45.016666666666666
SUB000113,subapplication,Server Based Application,IM0009523,Closed,5,5,5.0,request for information,closed,1.0,2013-10-30 15:44:00,,2013-11-04 09:01:00,2013-11-04 09:01:00,,Software,1.0,,,APAC,Fiber Network,need clarification regarding service behavior | impacting subapplication services | Fiber Network intermittent wireless instability observed | telecom workflow activity detected | requires infrastructure verification,0,10,Wednesday,15,113.28333333333333
SBA000427,application,Server Based Application,IM0009524,Closed,4,4,4.0,incident,closed,0.0,2013-10-30 15:46:00,,2013-10-30 15:58:00,2013-10-30 15:58:00,0.192222222,User error,1.0,,,APAC,5G Network,impacting application services | telecom workflow activity detected | 5G Network network latency impacting operations | engineering review in progress | telecom disruption identified,0,10,Wednesday,15,0.2
SUB000113,subapplication,Server Based Application,IM0009525,Closed,5,5,5.0,request for information,closed,0.0,2013-10-30 16:02:00,,2013-10-31 09:18:00,2013-10-31 09:18:00,,Data,1.0,,,NAM,5G Network,monitoring ongoing service issue | telecom workflow activity detected | impacting subapplication services | 5G Network network slowdown affecting enterprise traffic | guidance required regarding network instability,0,10,Wednesday,16,17.266666666666666
CNT000022,storage,Controller,IM0009526,Closed,3,3,3.0,incident,closed,0.0,2013-10-30 16:11:00,,2013-10-31 13:14:00,2013-10-31 13:15:00,,Hardware,1.0,,,APAC,Mobile Core,telecom ticket under investigation | monitoring ongoing service issue | impacting storage services | critical operational issue detected | Mobile Core network latency impacting operations,0,10,Wednesday,16,21.066666666666666
WBA000011,application,Web Based Application,IM0009527,Closed,5,5,5.0,incident,closed,0.0,2013-10-30 16:16:00,,2013-10-31 09:04:00,2013-10-31 09:04:00,,Software,1.0,,,APAC,VPN Service,ongoing operational activity observed | further network analysis required | impacting application services | VPN Service network latency impacting operations | critical operational issue detected,0,10,Wednesday,16,16.8
WBA000011,application,Web Based Application,IM0009528,Closed,5,5,5.0,incident,closed,2.0,2013-10-30 16:16:00,,2013-11-13 11:50:00,2013-11-13 11:50:00,,Other,1.0,,,APAC,Fiber Network,impacting application services | urgent investigation required for telecom disruption | telecom ticket under investigation | Fiber Network connectivity fluctuations under investigation | awaiting operational confirmation,0,10,Wednesday,16,331.56666666666666
WBA000148,application,Web Based Application,IM0009529,Closed,3,3,3.0,incident,closed,5.0,2013-10-30 16:40:00,,2013-11-13 11:28:00,2013-11-13 11:28:00,,Software,1.0,,,APAC,Fiber Network,network issue impacting operations | requires infrastructure verification | Fiber Network traffic congestion affecting node performance | impacting application services | telecom ticket under investigation,0,10,Wednesday,16,330.8
APP000005,application,Citrix,IM0009530,Closed,4,4,4.0,incident,closed,0.0,2013-10-30 14:01:00,,2013-10-30 16:42:00,2013-10-30 16:42:00,,Hardware,1.0,,,APAC,VPN Service,telecom workflow activity detected | impacting application services | network degradation impacting enterprise traffic | issue under telecom investigation | VPN Service connectivity fluctuations under investigation,0,10,Wednesday,14,2.683333333333333
SUB000471,subapplication,Web Based Application,IM0009531,Closed,5,5,5.0,incident,closed,2.0,2013-10-30 14:01:00,,2013-11-08 15:27:00,2013-11-08 15:27:00,,Other,1.0,,,APAC,Wireless Network,telecom ticket under investigation | impacting subapplication services | monitoring ongoing service issue | Wireless Network routing instability detected in network | request raised for outage escalation support,0,10,Wednesday,14,217.43333333333334
SUB000426,subapplication,Web Based Application,IM0009532,Closed,4,4,4.0,incident,closed,0.0,2013-10-30 14:06:00,,2013-10-30 15:21:00,2013-10-30 15:21:00,,User error,1.0,,,APAC,Wireless Network,Wireless Network vpn disruption affecting connectivity | awaiting operational confirmation | impacting subapplication services | network operations monitoring update | request raised for outage escalation support,0,10,Wednesday,14,1.25
SAP000001,application,SAP,IM0009533,Closed,5,5,5.0,request for information,closed,2.0,2013-10-30 14:10:00,,2013-12-18 14:20:00,2013-12-18 14:21:00,,Other,1.0,,,NAM,Fiber Network,network issue impacting operations | impacting application services | ongoing operational activity observed | Fiber Network network latency impacting operations | ticket escalated to telecom support,0,10,Wednesday,14,1176.1833333333334
NET000121,networkcomponents,Net Device,IM0009534,Closed,3,3,3.0,incident,closed,0.0,2013-10-30 14:12:00,,2013-11-01 08:45:00,2013-11-01 08:45:00,,Software,1.0,,,NAM,Wireless Network,impacting networkcomponents services | Wireless Network network slowdown affecting enterprise traffic | engineering review in progress | service instability reported | telecom workflow activity detected,0,10,Wednesday,14,42.55
